,res_id,name,lat,lng,cuisines,aggregate_rating,rating_text,votes,FirstCuisine,SecondCuisine,ThirdCuisine,FourthCuisine
328,16975011,Denver Bicycle Cafe,39.7431444444,-104.9705888889,"Cafe, Coffee and Tea",3.5,Good,15,Cafe, Coffee and Tea,,
329,16974235,The Bardo Coffee House,39.7124700000,-104.9874500000,"Cafe, Desserts",3.9,Good,19,Cafe, Desserts,,
330,16971716,Solid Grounds Coffee House,39.6003540000,-104.9880190000,Cafe,4.0,Very Good,15,Cafe,,,
331,16972656,Tuscany Coffee,39.7458980000,-104.9927470000,"Cafe, Sandwich",3.5,Good,8,Cafe, Sandwich,,
332,16975204,2914 Coffee,39.7536006000,-105.0239637000,"Coffee and Tea, Cafe",3.5,Good,9,Coffee and Tea, Cafe,,
333,16973737,Kunjani Coffee,39.5349166667,-104.7950583333,Cafe,3.7,Good,18,Cafe,,,
334,16975394,La Belle Rosette,39.6726722222,-104.9594638889,"Cafe, Coffee and Tea",3.5,Good,7,Cafe, Coffee and Tea,,
335,16968667,Enchanted Grounds,39.5571888889,-104.9413694444,Cafe,3.6,Good,19,Cafe,,,
336,16975671,Novo Coffee,39.7443722222,-104.9897305556,Cafe,3.3,Average,7,Cafe,,,
337,16974150,Sojourner Coffee & Tea,39.6892277778,-104.9226222222,Cafe,3.9,Good,15,Cafe,,,
338,16967591,Cafe Europa,39.7151083333,-104.9814222222,Cafe,3.6,Good,20,Cafe,,,
339,16973936,Eclectic Cafe & Gallery,39.9791194444,-105.1308361111,Cafe,3.8,Good,16,Cafe,,,
340,16969107,Higher Grounds Cafe,39.7537000000,-105.2198500000,Cafe,3.6,Good,14,Cafe,,,
341,16969686,LaMar's Donuts and Coffee,39.9701777778,-105.1639944444,"Cafe, Donuts",3.8,Good,14,Cafe, Donuts,,
342,16968478,Duffeyroll Cafe,39.6523166667,-104.9289388889,"Cafe, Desserts",3.8,Good,17,Cafe, Desserts,,
343,16975583,40 Weight Coffee,39.8139611111,-105.1371833333,"Coffee and Tea, Cafe",3.3,Average,5,Coffee and Tea, Cafe,,
344,16973972,Hutch & Spoon,39.7630722222,-104.9794388889,Cafe,3.5,Good,19,Cafe,,,
345,16970879,Peet's Coffee & Tea - Sheraton Denver Downtown Hotel,39.7422300000,-104.9890210000,Cafe,3.5,Good,14,Cafe,,,
346,16973587,Illegal Grounds Coffeehouse,39.7434222222,-104.9756000000,Cafe,3.5,Good,18,Cafe,,,
347,16976367,Spur Coffee,39.6148833333,-105.0160138889,Cafe,3.4,Average,11,Cafe,,,
348,16975859,ink! Coffee,39.7550194444,-105.0049972222,Cafe,3.5,Good,16,Cafe,,,
349,16973407,Bagelry,39.6924166667,-105.3575361111,"Cafe, Bagels",3.8,Good,15,Cafe, Bagels,,
350,16974128,303 Coffee Company,39.5666100000,-104.8830040000,"Cafe, Desserts",3.7,Good,13,Cafe, Desserts,,
351,16967621,Luna Cafe,40.1724333333,-105.1035694444,"Cafe, Coffee and Tea",3.4,Average,7,Cafe, Coffee and Tea,,
352,16973963,Donut Hut,39.6112333333,-105.0362166667,"Cafe, Donuts",3.8,Good,14,Cafe, Donuts,,
353,16974860,So Perfect Eats,39.7205888889,-104.9532916667,"Sandwich, Cafe",3.4,Average,10,Sandwich, Cafe,,
354,16969581,Krameria Cafe,39.7384027778,-104.9162916667,Cafe,2.6,Average,24,Cafe,,,
355,16969692,LaMar's Donuts and Coffee,39.8773760000,-105.0951210000,"Cafe, Donuts",3.7,Good,12,Cafe, Donuts,,
356,16974615,Lost Coffee,39.3732555556,-104.8585750000,Cafe,3.7,Good,9,Cafe,,,
357,16974393,Ink Coffee,39.7449944444,-104.9915916667,Cafe,3.4,Average,13,Cafe,,,
358,16973779,Novo Coffee,39.7255055556,-104.9670638889,Cafe,3.2,Average,8,Cafe,,,
359,16974456,Bittersweet,39.9784138889,-105.1317750000,"Cafe, Sandwich",3.5,Good,19,Cafe, Sandwich,,
360,16967073,Backstage Coffee,39.7453694444,-104.9972388889,Cafe,3.7,Good,13,Cafe,,,
361,16973734,Espressolé Caffe,39.6011400000,-104.8896190000,Cafe,3.6,Good,10,Cafe,,,
362,17960417,Amethyst Coffee Company,39.7339777778,-104.9876472222,Cafe,3.2,Average,6,Cafe,,,
363,16970192,Metropolis Coffee,39.7337694444,-104.9918222222,Cafe,3.5,Good,13,Cafe,,,
364,16975175,Sugar Bakeshop and Coffee House,39.7206388889,-104.9876027778,Cafe,3.4,Average,13,Cafe,,,
365,16971868,Starbucks,39.5346805556,-104.7905972222,Cafe,3.6,Good,12,Cafe,,,
366,16974815,Off Campus Cafe,39.9672240000,-105.0897970000,Cafe,3.4,Average,13,Cafe,,,
367,16970881,Peet's Coffee & Tea,39.7195972222,-104.9569333333,Cafe,3.7,Good,11,Cafe,,,
368,16974586,My Favorite Muffin,39.7529300000,-105.0025300000,"Desserts, Cafe",3.5,Good,16,Desserts, Cafe,,
369,16975239,Roostercat Coffee House,39.7328250000,-104.9862055556,Cafe,3.5,Good,15,Cafe,,,
370,16969691,LaMar's Donuts and Coffee,39.5439416667,-104.9421472222,"Cafe, Donuts",3.6,Good,10,Cafe, Donuts,,
371,16974484,Highlands Cork and Coffee,39.7621944444,-105.0359805556,Cafe,3.6,Good,9,Cafe,,,
372,16974844,Moze Cafe,39.5407020000,-104.8713120000,"Cafe, Coffee and Tea, Sandwich",3.4,Average,3,Cafe, Coffee and Tea, Sandwich,
373,17979270,Lost Coffee,39.4025970000,-104.8808210000,Cafe,3.6,Good,10,Cafe,,,
374,16973491,Barking Dog Cafe,40.2246000000,-105.2705000000,Cafe,3.6,Good,8,Cafe,,,
375,16975416,Black Eye Coffee Shop,39.7646337000,-105.0041216000,Cafe,3.3,Average,10,Cafe,,,
376,16974712,Steak Escape,39.8587220000,-104.6738620000,"Sandwich, Cafe",3.2,Average,10,Sandwich, Cafe,,
377,16974450,The Chocolate Therapist,39.6135136000,-105.0179970000,"Cafe, Desserts",3.4,Average,14,Cafe, Desserts,,
378,16970629,Page Two,40.0709305556,-105.2010500000,Cafe,3.4,Average,12,Cafe,,,
379,16976949,Huckleberry Roasters,39.7578583333,-104.9862444444,Cafe,3.1,Average,5,Cafe,,,
380,16976169,Pablo's Coffee,39.7371722222,-104.9810194444,Cafe,3.3,Average,9,Cafe,,,
381,16974475,Dazbog Coffee,39.7431500000,-104.9732972222,Cafe,3.5,Good,9,Cafe,,,
382,16974034,My Favorite Muffin,39.6092750000,-105.0365222222,"Desserts, Cafe",3.3,Average,12,Desserts, Cafe,,
383,16974245,Lollicup,39.6878250000,-104.9418250000,"Cafe, Bubble Tea",3.3,Average,9,Cafe, Bubble Tea,,
384,16973814,Mangia Bevi Cafe,39.6012257000,-104.8925437000,Cafe,3.6,Good,6,Cafe,,,
385,16976270,Cookies and Crema,39.4053888889,-104.8581916667,"Cafe, Desserts",3.3,Average,5,Cafe, Desserts,,
386,16975340,Dazbog Coffee,39.8630420000,-104.6714810000,Cafe,3.2,Average,7,Cafe,,,
387,16967681,Caribou Coffee,39.6529232000,-104.9706491000,Cafe,3.4,Average,10,Cafe,,,
388,16974368,Mimi's,39.9581000000,-104.9910583333,"New American, Cafe",2.7,Average,19,New American, Cafe,,
389,16975299,Bean Fosters,39.7283780000,-105.2087449000,Cafe,3.4,Average,7,Cafe,,,
390,16969689,LaMar's Donuts and Coffee,39.6198055556,-105.0166166667,"Cafe, Donuts",3.5,Good,10,Cafe, Donuts,,
391,17755984,Waffle Up!,39.7210305556,-104.9939333333,Cafe,3.1,Average,6,Cafe,,,
392,16977218,Kneaders,39.5187694444,-104.7663277778,"Sandwich, Cafe",3.2,Average,9,Sandwich, Cafe,,
393,16969105,Hidden Cafe,40.1733888889,-105.1032638889,Cafe,3.4,Average,6,Cafe,,,
394,16967392,Brewing Market,40.1403194444,-105.1302500000,Cafe,3.4,Average,9,Cafe,,,
395,16967710,Carino Coffee,39.6090500000,-104.7427400000,"Cafe, Desserts",3.4,Average,7,Cafe, Desserts,,
396,16969257,Ink Coffee,39.7497027778,-104.9960638889,Cafe,3.5,Good,8,Cafe,,,
397,16974199,Dazbog Coffee,39.3713805556,-104.8597250000,Cafe,3.2,Average,9,Cafe,,,
398,16969629,La Dolce Vita,39.8010333333,-105.0814055556,Cafe,3.4,Average,8,Cafe,,,
399,16975154,Tea Bar By Teatulia,39.7586694444,-105.0157472222,"Cafe, Sandwich",3.1,Average,4,Cafe, Sandwich,,
400,16974402,Euclid Hall,39.7477200000,-104.9999900000,"Bar Food, American",4.5,Excellent,382,Bar Food, American,,
401,16973012,Wynkoop,39.7533500000,-104.9985300000,"American, Burger, Bar Food",4.4,Very Good,420,American, Burger, Bar Food,
402,16970329,My Brother's Bar,39.7563250000,-105.0092388889,"American, Bar Food",4.7,Excellent,274,American, Bar Food,,
403,16971396,Rock Bottom Brewery - Denver,39.7472700000,-104.9947500000,"American, Bar Food",4.1,Very Good,220,American, Bar Food,,
404,16967466,Bull & Bush,39.7032250000,-104.9324194444,"American, Bar Food",4.4,Very Good,176,American, Bar Food,,
405,16973111,Vine Street Pub,39.7434166667,-104.9619916667,"American, Bar Food",4.5,Excellent,149,American, Bar Food,,
406,16974353,Highland Tap and Burger,39.7622700000,-105.0133300000,"American, Burger, Bar Food",4.3,Very Good,134,American, Burger, Bar Food,
407,16974400,Freshcraft,39.7499100000,-104.9995200000,"Bar Food, American",4.2,Very Good,105,Bar Food, American,,
408,16974072,Cheddar's Scratch Kitchen,39.5936100000,-104.8043100000,"American, Burger, Bar Food",4.3,Very Good,88,American, Burger, Bar Food,
409,16968700,Falling Rock Taphouse,39.7538500000,-104.9953900000,"Bar Food, American",4.1,Very Good,108,Bar Food, American,,
410,16974037,Highland Tavern,39.7645611111,-105.0039361111,"American, Burger, Bar Food",4.2,Very Good,95,American, Burger, Bar Food,
411,16969271,The Irish Snug,39.7401111111,-104.9717555556,"Irish, Bar Food",4.2,Very Good,111,Irish, Bar Food,,
412,16974833,Ale House Amatos,39.7587300000,-105.0094200000,"American, Desserts, Bar Food",3.9,Good,71,American, Desserts, Bar Food,
413,16970161,Mead Street Station,39.7623500000,-105.0352900000,"American, Bar Food",4.3,Very Good,98,American, Bar Food,,
414,16967385,Breckenridge Colorado Craft,39.7564472222,-104.9913777778,"American, Bar Food",3.7,Good,73,American, Bar Food,,
415,16974630,Green Russell,39.7475300000,-104.9994200000,Bar Food,3.8,Good,64,Bar Food,,,
416,16973140,Billy's Inn,39.7776300000,-105.0349300000,"Bar Food, American",4.1,Very Good,60,Bar Food, American,,
417,16971699,Sloan's Bar & Grill,39.7530166667,-105.0613250000,"American, Burger, Bar Food",4.3,Very Good,53,American, Burger, Bar Food,
418,16971398,Rock Bottom Restaurant & Brewery,39.5677904597,-104.8739701509,"American, Bar Food",3.8,Good,50,American, Bar Food,,
419,16973727,Sputnik,39.7164083333,-104.9877027778,"Bar Food, Sandwich",3.9,Good,57,Bar Food, Sandwich,,
420,16970498,Old Capitol Grill,39.7553861111,-105.2214805556,"Bar Food, Sandwich, Tex-Mex",3.5,Good,58,Bar Food, Sandwich, Tex-Mex,
421,16976248,Thirsty Lion,39.7521861111,-105.0008916667,"Burger, Bar Food",3.6,Good,26,Burger, Bar Food,,
422,16968878,GB Fish & Chips,39.6927638889,-104.9876638889,"Seafood, Bar Food",4.0,Very Good,63,Seafood, Bar Food,,
423,16973081,Tavern,39.7430833333,-104.9801027778,Bar Food,3.8,Good,57,Bar Food,,,
424,16973500,Oskar Blues,40.2246000000,-105.2678000000,"American, BBQ, Bar Food",3.8,Good,56,American, BBQ, Bar Food,
425,16967728,Casey's Bistro & Pub,39.7555300000,-104.8861700000,"American, Bar Food",4.0,Very Good,49,American, Bar Food,,
426,16975174,Williams & Graham,39.7619861111,-105.0111250000,"American, Bar Food",3.7,Good,53,American, Bar Food,,
427,16974088,BJ's Restaurant & Brewhouse,39.8877200000,-105.0755500000,"American, Pizza, Bar Food",3.8,Good,42,American, Pizza, Bar Food,
428,16971397,Rock Bottom Restaurant & Brewery,39.8893363691,-105.0693905354,"American, Bar Food",3.9,Good,54,American, Bar Food,,
429,16974387,Timberline Steaks & Grille,39.8630580000,-104.6737880000,"African, Bar Food, Steak",3.3,Average,35,African, Bar Food, Steak,
430,16973110,The Empire Lounge and Restaurant,39.9781300000,-105.1318972000,"American, Bar Food",3.9,Good,47,American, Bar Food,,
431,16969846,Lodo's Bar & Grill,39.5627000000,-104.9064600000,"American, Bar Food",3.7,Good,43,American, Bar Food,,
432,16973606,The Old Man,39.9145583333,-105.0437388889,"BBQ, Bar Food",4.1,Very Good,38,BBQ, Bar Food,,
433,16973094,Tavern,39.7534166667,-104.9939111111,Bar Food,3.2,Average,38,Bar Food,,,
434,16974409,Stoney's,39.7343361111,-104.9859305556,"American, Bar Food",3.7,Good,43,American, Bar Food,,
435,16975213,Fire on the Mountain,39.7622527778,-105.0372000000,"American, Bar Food",3.9,Good,32,American, Bar Food,,
436,16975649,ViewHouse Ballpark,39.7541630000,-104.9932740000,"American, Bar Food",3.0,Average,34,American, Bar Food,,
437,16973098,The Elm,39.7403000000,-104.9296500000,"Burger, Bar Food",3.8,Good,35,Burger, Bar Food,,
438,16967742,The Celtic Tavern,39.7526083333,-104.9966666667,"British, Bar Food",3.6,Good,33,British, Bar Food,,
439,16973729,Wyman's No. 5,39.7369083333,-104.9625861111,"Pizza, Bar Food, Italian, Sandwich",3.8,Good,37,Pizza, Bar Food, Italian, Sandwich
440,16967462,Buffalo Wild Wings,39.5671018358,-104.8805063381,"Bar Food, American",3.6,Good,35,Bar Food, American,,
441,16974314,Parry's Pizza,39.4148552065,-104.8623495182,"Pizza, Bar Food",3.8,Good,28,Pizza, Bar Food,,
442,16973712,BJ's Restaurant & Brewhouse,39.7129600000,-104.8217000000,"American, Pizza, Bar Food",3.7,Good,32,American, Pizza, Bar Food,
443,16973074,Tavern,39.7190666667,-104.9012666667,Bar Food,3.6,Good,31,Bar Food,,,
444,16973837,Lodo's Bar & Grill,39.8852900000,-105.0266400000,"American, Bar Food",3.3,Average,37,American, Bar Food,,
445,16974109,New Belgium Hub,39.8579250000,-104.6675790000,"American, Bar Food",3.3,Average,24,American, Bar Food,,
446,16973665,Tavern,39.6182166667,-104.8884277778,Bar Food,3.3,Average,33,Bar Food,,,
447,16967071,Back Street Tavern and Grill,39.6955151000,-104.8686370000,"American, Burger, Bar Food",3.5,Good,5,American, Burger, Bar Food,
448,16971456,Royal Hilltop,39.6531200000,-104.7717100000,"American, British, Bar Food",3.6,Good,26,American, British, Bar Food,
449,16975050,Cedar Creek Pub,39.7487210000,-104.8367449000,"American, Burger, Bar Food",3.7,Good,23,American, Burger, Bar Food,
450,16973770,Kinga's Lounge,39.7405100000,-104.9724900000,"Bar Food, Eastern European",3.4,Average,31,Bar Food, Eastern European,,
451,16971792,Sports Column,39.7536888889,-104.9949805556,"American, Burger, Bar Food",3.7,Good,30,American, Burger, Bar Food,
452,16974453,Rock Bottom Restaurant & Brewery,39.8630580000,-104.6757300000,"American, Bar Food",3.2,Average,22,American, Bar Food,,
453,16974345,Rock Bottom Brewery,39.9630972222,-104.9928138889,Bar Food,3.5,Good,28,Bar Food,,,
454,16973180,Blake Street Vault,39.7501111111,-104.9999388889,Bar Food,3.5,Good,22,Bar Food,,,
455,17969762,Back East,39.7464944444,-104.9939194444,Bar Food,3.2,Average,6,Bar Food,,,
456,16968841,Funky Buddha,39.7285583333,-104.9860694444,"Bar Food, American",3.1,Average,13,Bar Food, American,,
457,16968804,Fox & Hound,39.5557666667,-104.8804638889,Bar Food,3.1,Average,27,Bar Food,,,
458,16972552,Three Dogs Tavern,39.7620361111,-105.0322027778,"American, Bar Food",3.5,Good,31,American, Bar Food,,
459,16973201,Shelby's Bar & Grill,39.7460111111,-104.9883805556,"Bar Food, Burger",3.5,Good,19,Bar Food, Burger,,
460,16973036,Yorkshire Fish & Chips,39.8282010000,-105.0063780000,"Bar Food, Seafood",3.9,Good,22,Bar Food, Seafood,,
461,16974012,Bar Louie,39.5911963000,-104.9645322000,"American, Bar Food",3.4,Average,23,American, Bar Food,,
462,16971637,The Shack,39.5752861111,-104.9900361111,"American, Bar Food",3.8,Good,22,American, Bar Food,,
463,16974328,Spill Lounge,39.7480980000,-105.0005360000,Bar Food,3.8,Good,17,Bar Food,,,
464,16973848,Icehouse Tavern,39.7541916667,-104.9978416667,"Burger, Sandwich, Bar Food",3.6,Good,20,Burger, Sandwich, Bar Food,
465,16974892,Tavern,39.6138100000,-105.0176500000,Bar Food,3.4,Average,23,Bar Food,,,
466,16973832,Dougherty's,39.7167200000,-104.9872690000,"Burger, Bar Food",3.6,Good,22,Burger, Bar Food,,
467,16967413,Brooklyn's,39.7469722222,-105.0078805556,Bar Food,3.6,Good,16,Bar Food,,,
468,16967463,Buffalo Wild Wings,39.8411645808,-105.0906120149,"Bar Food, American",3.7,Good,21,Bar Food, American,,
469,16975873,Brothers Bar & Grill,39.5623360000,-104.9036260000,"American, Bar Food",3.1,Average,11,American, Bar Food,,
470,16975764,Historians Ale House,39.7171361111,-104.9874638889,Bar Food,3.5,Good,14,Bar Food,,,
471,16968027,Clancy's Irish Pub,39.7690212000,-105.0745476000,"British, European, Bar Food",3.6,Good,13,British, European, Bar Food,
472,16974397,Ari's Tavern,39.8001630000,-105.0062140000,"American, Burger, Bar Food",3.6,Good,12,American, Burger, Bar Food,
473,16974708,Wood Cellar,39.6870500000,-105.3611527778,"American, Bar Food",3.4,Average,16,American, Bar Food,,
474,16972425,Tailgate Tavern & Grill,39.5184861111,-104.7627111111,Bar Food,3.4,Average,20,Bar Food,,,
475,16967457,Buffalo Wild Wings,39.8869796153,-105.0747254491,"Bar Food, American",3.3,Average,25,Bar Food, American,,
476,16968271,Dave & Buster's,39.8904460000,-105.0689060000,"American, Bar Food",3.3,Average,16,American, Bar Food,,
477,16969371,JD's Bait Shop,39.5952950000,-104.8772840000,"American, Bar Food",3.4,Average,21,American, Bar Food,,
478,16969793,Lincoln's Road House,39.6946055556,-104.9806055556,"Bar Food, Cajun",3.6,Good,19,Bar Food, Cajun,,
479,16974975,Manneken Frites,39.7995250000,-105.0814527778,"European, Bar Food",3.6,Good,14,European, Bar Food,,
480,16967460,Buffalo Wild Wings,39.7088002758,-105.0820130110,"Bar Food, American",3.6,Good,15,Bar Food, American,,
481,16973085,Buffalo Rose Saloon,39.7556638889,-105.2212305556,"Burger, Bar Food",3.4,Average,20,Burger, Bar Food,,
482,16971795,Spot Bar and Grill,39.7598200000,-105.2333210000,"American, Bar Food",3.4,Average,23,American, Bar Food,,
483,16970963,Piper Inn,39.6756600000,-104.8727700000,"Bar Food, American",3.6,Good,17,Bar Food, American,,
484,16973170,Delaney's Cigar Bar and Lounge,39.7527250000,-104.9966055556,Bar Food,3.2,Average,5,Bar Food,,,
485,16973772,Bender's Bar & Grill,39.8915860000,-105.0684630000,"American, Bar Food",3.4,Average,17,American, Bar Food,,
486,16974828,Brothers Bar & Grill,39.7529833333,-104.9940805556,"American, Bar Food",3.1,Average,9,American, Bar Food,,
487,16967461,Buffalo Wild Wings,39.6224889147,-105.0905746222,"Bar Food, American",3.7,Good,18,Bar Food, American,,
488,16973225,Rocky Top,39.7858416667,-105.0348194444,"Burger, Bar Food",3.5,Good,10,Burger, Bar Food,,
489,16974055,Buffalo Wild Wings,39.8786726681,-104.9831253290,"Bar Food, American",3.5,Good,21,Bar Food, American,,
490,16974674,The Irish Rover Pub,39.7155583333,-104.9874194444,Bar Food,3.5,Good,18,Bar Food,,,
491,16975645,Root 25 Taphouse & Kitchen,39.6306097000,-104.8983160000,"American, Bar Food, New American",3.3,Average,9,American, Bar Food, New American,
492,16974662,Noonan's Sports Bar & Grill,39.6755222222,-104.8336722222,"American, Mexican, Bar Food",3.5,Good,12,American, Mexican, Bar Food,
493,16973742,Gibby's Big Backyard,39.6873277778,-104.8675777778,"American, Tex-Mex, Bar Food",3.5,Good,17,American, Tex-Mex, Bar Food,
494,16976569,The District,39.7429400000,-104.9701500000,"American, Bar Food",3.5,Good,14,American, Bar Food,,
495,16974440,Zanzibar Billiards,39.7536055556,-104.9917750000,"Tex-Mex, Mediterranean, American, Bar Food",3.2,Average,8,Tex-Mex, Mediterranean, American, Bar Food
496,16974495,Next Door Lounge,39.7430944444,-104.9681027778,"American, Bar Food",3.9,Good,8,American, Bar Food,,
497,16975117,Left Hand Brewing Company,40.1585860000,-105.1155370000,Bar Food,3.3,Average,21,Bar Food,,,
498,16976613,Cooper Lounge,39.7530527778,-105.0000083333,Bar Food,3.2,Average,7,Bar Food,,,
499,16974092,The Thin Man Tavern,39.7433305556,-104.9630138889,Bar Food,3.5,Good,16,Bar Food,,,
